   3179.96   3179.96   3179.96   3171.45   3140.10   3160.18   3155.90   3146.39   3134.58   3114.85
   3098.35   3064.73   3055.98   3050.24   3057.47   3029.90   2973.93   2914.74   2867.71   2835.60
   2840.28   2839.27   2833.39   2838.61   2840.22   2835.34   2837.65   2837.16   2842.49   2859.39
   2845.21   2906.68   2881.01   2876.74   2883.59   2878.98   2865.64   2879.74   2889.36   2815.07
   2870.99   2794.55   2733.06   2680.45   2600.58   2632.51   2702.90   2703.43   2705.75   2695.12
   2649.31   2509.02   2515.10   2551.04   2668.99   2754.40   2796.97   2814.51   2809.26   2822.98
   2836.29   2840.22   2817.83   2837.67   2812.58   2696.17   2740.21   2847.29   2905.55   2904.78
   2908.28   2905.44   2894.16   2890.56   2899.90   2890.77   2751.62   2724.66   2872.40   2879.94
   2887.62   2897.02   2904.33   2915.07   2927.63   2912.09   2886.25   2870.82   2882.34   2869.89
   2878.66   2845.72   2805.44   2789.72   2777.01   2760.66   2741.75   2716.59   2709.31   2708.03
   2723.77   2725.13   2741.77   2737.31   2722.42   2716.70   2711.56   2696.72   2707.99   2720.81
   2692.15   2701.23   2713.08   2723.00   2756.70   2842.44   2834.60   2813.99   2827.14   2668.34
   2614.00   2609.40   2599.38   2612.65   2607.56   2622.92   2611.81   2640.34   2667.87   2644.43
   2639.02   2612.41   2601.77   2616.63   2671.24   2801.48   2783.51   2748.09   2762.34   2743.20
   2715.01   2707.87   2680.77   2670.67   2649.48   2645.94   2640.20   2635.83   2618.59   2602.63
   2593.34   2585.12   2602.84   2597.26   2590.15   2594.74   2613.46   2594.60   2575.02   2580.44
   2619.61   2634.72   2611.87   2617.58   2627.46   2613.84   2617.80   2631.71   2640.85   2665.28
   2647.84   2623.44   2585.89   2590.28   2577.47   2542.90   2531.10   2524.69   2519.31   2516.22
   2504.09   2493.54   2503.06   2480.11   2459.76   2472.88   2511.71   2493.78   2470.92   2485.34
   2511.52   2533.31   2530.58   2512.83   2500.36   2504.69   2546.94   2531.10   2539.02   2544.03
   2561.01   2537.82   2521.72   2497.57   2459.07   2461.14   2460.45   2458.31   2471.76   2477.53
   2495.01   2507.90   2508.82   2503.41   2510.57   2500.69   2493.35   2482.42   2473.06   2472.21
   2445.44   2433.77   2421.34   2415.00   2410.62   2405.80   2397.56   2395.97   2397.27   2422.39
   2432.29   2437.17   2415.08   2387.72   2369.12   2361.93   2407.61   2429.71   2472.97   2458.70
   2419.79   2432.53   2456.50   2457.43   2448.19   2437.69   2431.88   2441.80   2442.49   2425.80
   2397.61   2385.67   2378.67   2361.00   2356.64   2368.69   2370.23   2374.50   2382.91   2380.02
   2383.90   2390.00   2365.58   2345.98   2355.95   2380.72   2395.25   2420.67   2470.62   2463.08
   2420.09   2437.99   2447.38   2431.28   2384.94   2374.53   2376.79   2355.32   2334.62   2316.88
   2311.80   2294.36   2305.64   2303.15   2285.71   2263.35   2250.33   2279.47   2268.00   2283.96
   2306.83   2313.16   2300.56   2292.78   2307.56   2303.32   2301.56   2241.02   2240.12   2206.31
   2276.00   2306.52   2224.60   2130.99   2139.38   2036.54   1997.09   1976.71   1970.40   1981.42
   2033.83   2028.26   2029.11   2003.26   1979.40   1949.20   1942.38   1936.70   1936.14   1933.10
   2013.24   2022.52   2040.87   1975.61   2048.06   2062.74   2018.28   2109.31   2153.55   2110.93
   2168.26   2153.73   2195.16   2224.85   2213.08   2183.50   2167.88   2133.01   2132.04   2131.13
   2178.69   2199.35   2204.36   2187.42   2220.86   2264.72   2310.06   2343.55   2351.10   2318.68
   2287.37   2295.66   2315.28   2320.68   2308.02   2270.37   2240.84   2207.99   2198.08   2226.89
   2206.27   2211.52   2257.21   2253.77   2258.39   2233.38   2185.79   2188.56   2226.80   2246.45
   2240.29   2222.38   2202.59   2172.60   2205.48   2181.41   2181.66   2191.39   2225.48   2219.57
   2210.19   2194.71   2149.08   2162.39   2206.42   2169.91   2194.50   2231.76   2231.64   2197.19
   2203.40   2194.10   2198.27   2164.83   2141.56   2090.92   2091.72   2081.81   2078.65   2055.01
   2064.71   2084.51   2087.50   2119.74   2177.60   2217.92   2237.06   2236.03   2194.97   2187.51
   2187.75   2187.22   2209.94   2219.28   2204.96   2169.63   2169.86   2178.61   2183.57   2142.42
   2106.28   2100.54   2090.29   2107.02   2106.42   2131.80   2144.65   2124.17   2140.32   2138.05
   2145.05   2131.86   2152.19   2134.06   2117.71   2126.20   2101.32   2101.09   2099.56   2093.54
   2091.29   2078.24   2076.00   2079.53   2078.36   2079.25   2065.66   2085.81   2087.06   2088.73
   2084.64   2076.61   2069.67   2021.76   2023.72   2023.88   2039.44   2016.06   2031.62   2003.50
   2025.59   1995.76   1956.05   1946.20   1949.26   1972.92   1956.05   1893.25   1892.56   1880.31
   1857.43   1835.99   1846.00   1847.50   1860.64   1910.34   1945.09   1913.58   1866.60   1839.15
   1854.07   1857.90   1831.56   1801.37   1795.00   1793.86   1799.85   1802.51   1794.76   1778.40
   1771.80   1771.72   1764.54   1747.07   1753.07   1742.07   1754.31   1775.58   1764.48   1755.78
   1762.07   1752.93   1741.03   1738.24   1733.49   1723.88   1712.33   1735.63   1755.09   1765.68
   1755.98   1754.12   1766.88   1785.39   1770.45   1735.40   1760.53   1760.70   1760.76   1776.66
   1800.33   1825.87   1823.49   1823.23   1816.30   1788.80   1767.49   1764.39   1793.77   1781.48
   1763.70   1757.41   1757.64   1777.58   1785.68   1790.32   1804.14   1799.98   1800.70   1804.82
   1806.01   1812.99   1789.74   1791.87   1789.79   1787.01   1780.01   1782.89   1774.17   1777.21
   1779.46   1769.49   1753.73   1741.31   1726.96   1739.63   1759.61   1758.18   1724.43   1749.30
   1755.18   1725.67   1758.83   1734.60   1646.94   1690.25   1761.06   1741.83   1746.29   1771.13
   1749.25   1693.06   1629.95   1704.46   1629.80   1625.35   1687.76   1633.97   1690.15   1744.28
   1773.81   1778.39   1766.47   1770.52   1715.20   1728.83   1730.84   1638.35   1625.71   1537.62
   1515.55   1504.80   1477.38   1435.13   1356.80   1349.59   1349.59   1353.56   1401.10   1491.72
   1498.03   1481.89   1572.54   1527.72   1642.46   1693.78   1701.57   1747.05   1767.29   1775.10
   1782.50   1779.73   1773.13   1757.20   1775.61   1768.76   1768.93   1752.98   1756.90   1734.38
   1730.09   1726.59   1716.94   1713.37   1708.21   1704.02   1699.89   1708.87   1708.97   1695.98
   1704.00   1713.60   1693.07   1678.39   1687.59   1656.76   1620.76   1592.62   1581.87   1585.86
   1603.69   1611.99   1602.58   1583.92   1578.95   1580.67   1573.19   1598.60   1610.33   1621.27
   1606.06   1632.93   1647.27   1654.26   1647.38   1638.47   1626.56   1629.07   1640.63   1614.16
   1629.83   1652.26   1657.76   1684.78   1694.31   1710.32   1706.36   1702.40   1700.36   1715.91
   1732.18   1755.54   1772.01   1784.06   1788.90   1788.02   1794.41   1808.69   1828.21   1841.04
   1854.06   1891.26   1908.47   1866.67   1807.88   1768.91   1744.41   1724.74   1709.73   1692.93
   1676.34   1660.77   1646.68   1630.78   1616.51   1607.92   1598.62   1598.66   1599.16   1602.28
   1602.06   1600.60   1603.72   1619.25   1641.39   1639.71   1623.72   1607.27   1607.92   1589.80
   1581.47   1574.34   1567.56   1558.60   1550.48   1536.96   1528.05   1520.40   1514.73   1506.16
   1497.31   1490.68   1485.86   1478.17   1472.74   1466.66   1458.37   1450.74   1441.08   1433.57
   1422.62   1413.75   1400.01   1391.60   1386.23   1401.89   1398.16   1387.85   1381.70   1373.27
   1359.93   1349.18   1371.74
   3196.60   3196.60   3196.60   3168.67   3158.72   3166.24   3166.24   3143.95   3120.71   3090.87
   3048.40   3022.27   3007.98   3025.94   3032.79   3018.23   2999.79   2964.25   2927.94   2889.85
   2847.22   2824.33   2820.21   2833.54   2822.72   2830.92   2826.94   2824.30   2822.50   2824.53
   2824.60   2852.62   2868.97   2855.10   2884.04   2874.28   2853.69   2831.19   2858.93   2796.40
