     1    1   3.650000E+02   3.650000E+02             HEAD    80    80     1 (10F10.3)           
    51.446    51.446    51.446    51.447 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000    34.207    34.207    34.207    34.207    34.207    34.207
    34.206    34.206    34.205    34.207 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    24.312    24.012    24.012    24.012    24.012    24.012    24.012
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000    51.633    51.447    51.446    51.446    51.445    51.445    51.445    51.445    51.445
    51.445    51.445    51.445    51.446 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000    34.205    34.205    34.205    34.205    34.205    34.205
    34.204    34.204    34.204    34.203 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    24.011    24.011    24.011    24.011    24.011    24.011    24.011
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    51.446    51.445    51.444    51.444    51.444    51.444    51.444    51.444
    51.444    51.444    51.444    51.445 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    34.287    34.203    34.203    34.203    34.203    34.203    34.203
    34.203    34.202    34.202    34.202    34.202 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    24.015    24.010    24.010    24.010    24.010    24.010    24.010    24.010
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    51.445    51.444    51.443    51.443    51.443    51.443    51.443    51.443
    51.443    51.443    51.443    51.444 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    34.203    34.202    34.202    34.202    34.202    34.202    34.202
    34.201    34.201    34.201    34.201    34.201 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    24.010    24.010    24.010    24.010    24.010    24.010    24.010    24.010
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    51.444    51.442    51.442    51.442    51.441    51.441    51.441    51.441
    51.441    51.441    51.442    51.442 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    34.202    34.201    34.201    34.201    34.201    34.201    34.200
    34.200    34.200    34.200    34.200    34.199    34.199 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000    24.095    24.010    24.009    24.009    24.009    24.009    24.009    24.009    24.009
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    51.443    51.441    51.441    51.440    51.440    51.440    51.440    51.440
    51.440    51.440    51.440    51.441 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    34.201    34.200    34.200    34.200    34.200    34.200    34.199
    34.199    34.199    34.199    34.199    34.198    34.198 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000    24.010    24.009    24.009    24.009    24.009    24.009    24.009    24.009    24.009
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    51.444    51.440    51.439    51.439    51.439    51.438    51.438    51.438
    51.438    51.438    51.439    51.440 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    34.200    34.199    34.199    34.199    34.199    34.199    34.199
    34.198    34.198    34.198    34.198    34.197    34.197    34.197 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000    24.009    24.009    24.009    24.009    24.009    24.008    24.008    24.008    24.008
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    51.455    51.438    51.437    51.437    51.437    51.437    51.437    51.437
    51.437    51.437    51.437    51.438 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    34.334    34.199    34.199    34.199    34.198    34.198    34.198    34.198
    34.197    34.197    34.197    34.197    34.196    34.196    34.196 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
    24.013    24.009    24.009    24.009    24.008    24.008    24.008    24.008    24.008    24.008
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    51.643    51.436    51.436    51.435    51.435    51.435    51.435    51.435
    51.435    51.435    51.435    51.437 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    34.203    34.198    34.198    34.198    34.198    34.198    34.197    34.197
    34.197    34.196    34.196    34.196    34.195    34.195    34.195    34.197 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
    24.010    24.009    24.009    24.009    24.008    24.008    24.008    24.008    24.007    24.007
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.435    51.434    51.434    51.433    51.433    51.433    51.433
    51.433    51.433    51.433    51.435 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    34.200    34.198    34.198    34.197    34.197    34.197    34.197    34.196
    34.196    34.196    34.195    34.195    34.194    34.194    34.194    34.193 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
    24.010    24.010    24.009    24.009    24.008    24.008    24.007    24.007    24.007    24.007
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.433    51.432    51.432    51.431    51.431    51.431    51.431
    51.431    51.431    51.431    51.434 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    34.199    34.197    34.197    34.197    34.197    34.196    34.196    34.196
    34.195    34.195    34.194    34.194    34.193    34.193    34.192    34.192 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
    24.011    24.010    24.009    24.009    24.008    24.008    24.007    24.007    24.006    24.006
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.431    51.430    51.429    51.429    51.429    51.429    51.429
    51.429    51.429    51.429    51.432 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    34.198    34.197    34.197    34.196    34.196    34.196    34.196    34.195
    34.195    34.194    34.194    34.193    34.192    34.191    34.191    34.190    34.190 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000    24.017
    24.011    24.010    24.010    24.009    24.008    24.008    24.007    24.006    24.006    24.005
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.429    51.428    51.427    51.427    51.427    51.427    51.426
    51.427    51.427    51.427    51.431 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    34.198    34.197    34.196    34.196    34.196    34.196    34.195    34.195
    34.194    34.193    34.193    34.192    34.191    34.190    34.189    34.188    34.187 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000    24.016
    24.012    24.011    24.010    24.009    24.008    24.007    24.007    24.006    24.005    24.004
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.427    51.425    51.425    51.425    51.424    51.424    51.424
    51.424    51.424    51.424    51.430 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    34.197    34.197    34.196    34.196    34.196    34.195    34.195    34.194
    34.194    34.193    34.192    34.191    34.190    34.188    34.187    34.185    34.183    34.182
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000    24.017
    24.014    24.012    24.011    24.010    24.009    24.008    24.006    24.005    24.004    24.003
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.425    51.423    51.422    51.422    51.422    51.422    51.421
    51.421    51.422    51.422    51.429 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    34.197    34.197    34.196    34.196    34.195    34.195    34.195    34.194
    34.193    34.192    34.191    34.190    34.188    34.187    34.184    34.182    34.178    34.175
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000    24.020
    24.016    24.014    24.012    24.011    24.009    24.008    24.006    24.005    24.003    24.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.424    51.420    51.420    51.419    51.419    51.419    51.419
    51.419    51.419    51.419    51.429 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    34.197    34.197    34.196    34.196    34.195    34.195    34.194    34.194
    34.193    34.192    34.191    34.189    34.187    34.185    34.182    34.177    34.172    34.164
    34.155 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000    24.026
    24.020    24.016    24.013    24.011    24.010    24.008    24.007    24.005    24.003    24.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.423    51.417    51.417    51.416    51.416    51.416    51.416
    51.416    51.416    51.416    51.432 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    34.198    34.197    34.196    34.196    34.196    34.195    34.194    34.194
    34.193    34.192    34.190    34.188    34.186    34.183    34.179    34.173    34.164    34.148
    34.116    34.036    33.766    33.154    32.170    30.828    29.146    27.175    24.962    24.037
    24.024    24.018    24.015    24.012    24.011    24.009    24.007    24.005    24.003    24.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.424    51.414    51.414    51.413    51.413    51.413    51.413
    51.413    51.413    51.413    51.435 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    34.198    34.197    34.197    34.196    34.196    34.195    34.195    34.194
    34.193    34.192    34.190    34.188    34.185    34.182    34.177    34.169    34.157    34.135
    34.090    33.978    33.672    33.049    32.068    30.723    29.059    27.098    24.936    24.053
    24.029    24.021    24.016    24.014    24.011    24.010    24.008    24.007    24.005    24.004
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.439    51.411    51.410    51.410    51.410    51.410    51.409
    51.409    51.409    51.410    51.435 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    34.198    34.198    34.197    34.197    34.196    34.196    34.195    34.194
    34.193    34.192    34.190    34.188    34.185    34.181    34.175    34.167    34.152    34.126
    34.073    33.946    33.627    32.997    32.013    30.685    29.031    27.099    24.963    24.066
    24.033    24.023    24.018    24.014    24.012    24.010    24.009    24.008    24.007    24.006
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.507    51.408    51.407    51.406    51.406    51.406    51.406
    51.406    51.406    51.406    51.438 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    34.199    34.198    34.198    34.197    34.197    34.196    34.196    34.195
    34.194    34.192    34.191    34.188    34.185    34.181    34.175    34.166    34.151    34.124
    34.069    33.939    33.612    32.982    32.008    30.699    29.064    27.151    25.047    24.070
    24.034    24.023    24.018    24.015    24.013    24.011    24.010    24.009    24.008    24.008
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.574    51.404    51.403    51.403    51.403    51.402    51.402
    51.402    51.402    51.403    51.431 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    34.200    34.199    34.199    34.198    34.198    34.197    34.197    34.196
    34.195    34.193    34.191    34.189    34.186    34.182    34.177    34.168    34.154    34.128
    34.076    33.953    33.634    33.009    32.056    30.759    29.145    27.262    25.179    24.064
    24.032    24.023    24.018    24.015    24.013    24.012    24.011    24.010    24.009    24.009
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.633    51.400    51.399    51.399    51.399    51.399    51.398
    51.398    51.398    51.399    51.423 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    34.202    34.200    34.200    34.199    34.199    34.198    34.198    34.197
    34.196    34.194    34.193    34.191    34.188    34.184    34.179    34.171    34.160    34.139
    34.097    33.991    33.692    33.086    32.148    30.874    29.301    27.450    25.383    24.053
    24.029    24.022    24.018    24.015    24.014    24.012    24.012    24.011    24.010    24.010
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.683    51.396    51.395    51.395    51.395    51.394    51.394
    51.394    51.394    51.395    51.415 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    34.214    34.201    34.201    34.201    34.200    34.200    34.199    34.198
    34.197    34.196    34.194    34.192    34.190    34.187    34.182    34.176    34.168    34.154
    34.129    34.074    33.809    33.225    32.303    31.063    29.512 -9999.000 -9999.000    24.043
    24.025    24.020    24.017    24.015    24.014    24.013    24.012    24.011    24.011    24.011
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.712    51.392    51.391    51.391    51.390    51.390    51.390
    51.390    51.390    51.390    51.403 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    34.203    34.202    34.202    34.202    34.201    34.201    34.200
    34.199    34.198    34.196    34.194    34.192    34.190    34.186    34.182    34.177    34.172
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000    24.040
    24.022    24.019    24.017    24.015    24.014    24.013    24.013    24.012    24.012    24.012
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.732    51.387    51.387    51.386    51.386    51.386    51.386
    51.386    51.386    51.386    51.394 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    34.204    34.204    34.204    34.204    34.203    34.203    34.202
    34.201    34.200    34.198    34.197    34.195    34.193    34.190    34.187    34.185    34.184
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
    24.019    24.018    24.016    24.015    24.014    24.013    24.013    24.013    24.012    24.012
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.742    51.383    51.382    51.381    51.381    51.381    51.381
    51.381    51.381    51.381    51.385 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    34.206    34.206    34.206    34.206    34.206    34.205    34.204
    34.203    34.202    34.201    34.199    34.198    34.196    34.194    34.192    34.191 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
    24.019    24.017    24.016    24.015    24.014    24.014    24.013    24.013    24.013    24.013
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.732    51.378    51.377    51.377    51.376    51.376    51.376
    51.376    51.376    51.376    51.379 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    34.209    34.209    34.209    34.209    34.209    34.208    34.207
    34.206    34.205    34.204    34.202    34.201    34.199    34.198    34.196 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
    24.018    24.016    24.015    24.015    24.014    24.014    24.013    24.013    24.013    24.013
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.712    51.373    51.372    51.371    51.371    51.371    51.371
    51.371    51.371    51.371    51.372 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    34.326    34.213    34.213    34.213    34.213    34.212    34.211
    34.210    34.209    34.207    34.205    34.204    34.202    34.201    34.201 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000    24.016    24.015    24.015    24.014    24.014    24.014    24.013    24.013    24.013
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.682    51.367    51.366    51.366    51.366    51.366    51.365
    51.365    51.365    51.365    51.366 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000    34.217    34.218    34.218    34.218    34.217    34.216
    34.214    34.212    34.211    34.209    34.207    34.206    34.205 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000    24.016    24.015    24.015    24.014    24.014    24.014    24.014    24.014    24.014
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.643    51.362    51.361    51.360    51.360    51.360    51.360
    51.360    51.360    51.360    51.360 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000    34.228    34.225    34.226    34.225    34.224    34.222
    34.219    34.217    34.215    34.213    34.211    34.210 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    24.015    24.015    24.015    24.014    24.014    24.014    24.014    24.014
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.593    51.356    51.355    51.355    51.355    51.354    51.354
    51.354    51.354    51.354    51.354 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000    34.704    34.238    34.238    34.236    34.234    34.230
    34.226    34.223    34.220    34.218    34.216    34.353 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    24.017    24.015    24.015    24.015    24.014    24.014    24.014    24.014
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.524    51.350    51.349    51.349    51.349    51.348    51.348
    51.348    51.348    51.348    51.348 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000    35.423    34.377    34.265    34.257    34.249    34.242
    34.236    34.230    34.226    34.224    34.364 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    24.016    24.015    24.015    24.015    24.015    24.015    24.014
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.455    51.343    51.343    51.343    51.342    51.342    51.342
    51.342    51.342    51.341    51.341 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    37.422    36.185    35.144    34.433    34.310    34.283    34.264
    34.251    34.242    34.239    34.522 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000    24.016    24.015    24.015    24.015    24.015    24.015
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.375    51.337    51.337    51.336    51.336    51.336    51.336
    51.335    51.335    51.335    51.335 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    38.134    36.969    35.998    35.226    34.713    34.460    34.364
    34.332    34.475 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000    24.018    24.016    24.016    24.015    24.015
